Candidate_ID,Requisition_ID,Requisition_Fill_Start_Date,Outcome,Job,Job_Status,Recruiter,Hiring_Manager,Origin,Source,Current_Interview_Stage,Furthest_Stage_Reached,Archive_Reason,Offer_Decline_Category,Candidate_Application_Date,Candidate_Stage_1_Interview_Date,Candidate_Stage_2_Interview_Date,Candidate_Offer_Stage_Entered_Date,Candidate_Offer_Accept_Date,Candidate_Start_Date
CAND-002802,R-SAL-1001-JustKaizen-0314,09/08/2025,Hired,Revenue Operations Manager,closed,Michelle Wilson,Franklin Wright,sourced,Talent Sourcer Outreach,Hired,Hired,,,09/12/2025,09/25/2025,10/06/2025,10/13/2025,10/16/2025,10/13/2025
CAND-002803,R-SAL-1001-JustKaizen-0314,09/08/2025,Archived,Revenue Operations Manager,closed,Michelle Wilson,Franklin Wright,referred,Referral,Archived,Applied,Not qualified,,09/23/2025,,,,,
CAND-002804,R-SAL-1001-JustKaizen-0314,09/08/2025,Archived,Revenue Operations Manager,closed,Michelle Wilson,Franklin Wright,applied,Job Board,Archived,Onsite,Position filled,,09/24/2025,10/01/2025,10/08/2025,10/15/2025,,
CAND-002805,R-SAL-1001-JustKaizen-0315,08/10/2025,Hired,Account Executive Manager,closed,Kathleen Clark,Miranda Zuniga,sourced,LinkedIn,Hired,Hired,,,08/20/2025,08/27/2025,09/04/2025,09/16/2025,09/21/2025,09/14/2025
CAND-002806,R-SAL-1001-JustKaizen-0315,08/10/2025,Archived,Account Executive Manager,closed,Kathleen Clark,Miranda Zuniga,referred,Referral,Archived,Onsite,Position filled,,09/06/2025,09/13/2025,09/20/2025,09/27/2025,,
CAND-002807,R-SAL-1001-JustKaizen-0315,08/10/2025,Archived,Account Executive Manager,closed,Kathleen Clark,Miranda Zuniga,applied,LinkedIn,Archived,Offer,Offer declined,Location,08/27/2025,09/03/2025,09/10/2025,09/17/2025,,
CAND-002808,R-SAL-1001-JustKaizen-0315,08/10/2025,Archived,Account Executive Manager,closed,Kathleen Clark,Miranda Zuniga,agency,Agency,Archived,Offer,Offer declined,Career Growth,09/07/2025,09/14/2025,09/21/2025,09/28/2025,,
CAND-002809,R-SAL-1001-JustKaizen-0316,09/16/2022,Hired,Account Management Manager,closed,Anna Briggs,Debbie Young,referred,Referral,Hired,Hired,,,09/29/2022,10/09/2022,10/20/2022,10/29/2022,11/01/2022,10/17/2022
CAND-002810,R-SAL-1001-JustKaizen-0316,09/16/2022,Archived,Account Management Manager,closed,Anna Briggs,Debbie Young,referred,Referral,Archived,Recruiter Screen,Not qualified,,10/15/2022,10/22/2022,,,,
CAND-002811,R-SAL-1001-JustKaizen-0317,08/23/2023,Hired,Sales Engineering Manager,closed,Sandra Garcia,Anthony Gutierrez,applied,Job Board,Hired,Hired,,,09/06/2023,09/15/2023,09/26/2023,10/01/2023,10/04/2023,09/30/2023
CAND-002812,R-SAL-1001-JustKaizen-0317,08/23/2023,Archived,Sales Engineering Manager,closed,Sandra Garcia,Anthony Gutierrez,internal,Internal,Archived,Offer,Offer declined,Compensation,09/19/2023,09/26/2023,10/03/2023,10/10/2023,,
CAND-002813,R-SAL-1001-JustKaizen-0317,08/23/2023,Archived,Sales Engineering Manager,closed,Sandra Garcia,Anthony Gutierrez,applied,Glassdoor,Archived,Offer,Offer declined,Career Growth,09/09/2023,09/16/2023,09/23/2023,09/30/2023,,
CAND-002814,R-SAL-1001-JustKaizen-0318,03/07/2022,Hired,Account Executive Manager,closed,Rebekah Gregory,Franklin Wright,sourced,LinkedIn,Hired,Hired,,,03/16/2022,03/30/2022,04/12/2022,04/20/2022,04/24/2022,04/16/2022
CAND-002815,R-SAL-1001-JustKaizen-0318,03/07/2022,Archived,Account Executive Manager,closed,Rebekah Gregory,Franklin Wright,applied,LinkedIn,Archived,Onsite,Position filled,,03/17/2022,03/24/2022,03/31/2022,04/07/2022,,
CAND-002816,R-SAL-1001-JustKaizen-0318,03/07/2022,Archived,Account Executive Manager,closed,Rebekah Gregory,Franklin Wright,referred,Referral,Archived,Phone Screen,Not qualified,,03/11/2022,03/18/2022,03/25/2022,,,
CAND-002817,R-SAL-1001-JustKaizen-0318,03/07/2022,Archived,Account Executive Manager,closed,Rebekah Gregory,Franklin Wright,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,03/14/2022,03/21/2022,03/28/2022,04/04/2022,,
CAND-002818,R-SAL-1001-JustKaizen-0319,07/14/2025,Hired,Senior Account Executive Manager,closed,Janice Jefferson,Blake Elliott,applied,Glassdoor,Hired,Hired,,,07/16/2025,07/29/2025,08/07/2025,08/13/2025,08/20/2025,08/21/2025
CAND-002819,R-SAL-1001-JustKaizen-0319,07/14/2025,Archived,Senior Account Executive Manager,closed,Janice Jefferson,Blake Elliott,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,08/11/2025,,,,,
CAND-002820,R-SAL-1001-JustKaizen-0319,07/14/2025,Archived,Senior Account Executive Manager,closed,Janice Jefferson,Blake Elliott,applied,Glassdoor,Archived,Applied,Not qualified,,07/21/2025,,,,,
CAND-002821,R-SAL-1001-JustKaizen-0320,04/14/2022,Hired,Senior Sales Engineering Manager,closed,Anna Briggs,Taylor Jones,applied,LinkedIn,Hired,Hired,,,04/16/2022,04/24/2022,05/07/2022,05/18/2022,05/23/2022,05/18/2022
CAND-002822,R-SAL-1001-JustKaizen-0320,04/14/2022,Archived,Senior Sales Engineering Manager,closed,Anna Briggs,Taylor Jones,referred,Referral,Archived,Phone Screen,Not qualified,,04/20/2022,04/27/2022,05/04/2022,,,
CAND-002823,R-SAL-1001-JustKaizen-0320,04/14/2022,Archived,Senior Sales Engineering Manager,closed,Anna Briggs,Taylor Jones,referred,Referral,Archived,Offer,Offer declined,Personal,05/04/2022,05/11/2022,05/18/2022,05/25/2022,,
CAND-002824,R-SAL-1001-JustKaizen-0320,04/14/2022,Archived,Senior Sales Engineering Manager,closed,Anna Briggs,Taylor Jones,referred,Referral,Archived,Onsite,Position filled,,04/30/2022,05/07/2022,05/14/2022,05/21/2022,,
CAND-002825,R-SAL-1001-JustKaizen-0321,02/13/2020,Hired,SDR Manager,closed,Rebekah Gregory,Timothy Mcdowell,agency,Agency,Hired,Hired,,,02/22/2020,03/03/2020,03/12/2020,03/21/2020,03/26/2020,03/17/2020
CAND-002826,R-SAL-1001-JustKaizen-0321,02/13/2020,Archived,SDR Manager,closed,Rebekah Gregory,Timothy Mcdowell,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,02/18/2020,02/25/2020,03/04/2020,,,
CAND-002827,R-SAL-1001-JustKaizen-0321,02/13/2020,Archived,SDR Manager,closed,Rebekah Gregory,Timothy Mcdowell,sourced,Talent Sourcer Outreach,Archived,Applied,Not qualified,,02/28/2020,,,,,
CAND-002828,R-SAL-1001-JustKaizen-0322,11/22/2022,Hired,Senior SDR Manager,closed,Anna Briggs,Jason Mack,sourced,Talent Sourcer Outreach,Hired,Hired,,,12/06/2022,12/20/2022,12/28/2022,01/06/2023,01/12/2023,01/01/2023
CAND-002829,R-SAL-1001-JustKaizen-0322,11/22/2022,Archived,Senior SDR Manager,closed,Anna Briggs,Jason Mack,sourced,LinkedIn,Archived,Onsite,Position filled,,12/03/2022,12/10/2022,12/17/2022,12/24/2022,,
CAND-002830,R-SAL-1001-JustKaizen-0322,11/22/2022,Archived,Senior SDR Manager,closed,Anna Briggs,Jason Mack,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,11/29/2022,12/06/2022,12/13/2022,,,
CAND-002831,R-SAL-1001-JustKaizen-0323,06/27/2024,Hired,Senior SDR Manager,closed,Tara Long,Blake Elliott,sourced,LinkedIn,Hired,Hired,,,06/28/2024,07/08/2024,07/19/2024,07/25/2024,07/28/2024,07/29/2024
CAND-002832,R-SAL-1001-JustKaizen-0323,06/27/2024,Archived,Senior SDR Manager,closed,Tara Long,Blake Elliott,applied,Job Board,Archived,Recruiter Screen,Not qualified,,07/06/2024,07/13/2024,,,,
CAND-002833,R-SAL-1001-JustKaizen-0323,06/27/2024,Archived,Senior SDR Manager,closed,Tara Long,Blake Elliott,internal,Internal,Archived,Applied,Not qualified,,07/24/2024,,,,,
CAND-002834,R-SAL-1001-JustKaizen-0323,06/27/2024,Archived,Senior SDR Manager,closed,Tara Long,Blake Elliott,agency,Agency,Archived,Phone Screen,Not qualified,,07/26/2024,08/02/2024,08/09/2024,,,
CAND-002835,R-SAL-1001-JustKaizen-0324,12/02/2020,Hired,Account Executive Manager,closed,Kathleen Clark,Mason Steele,internal,Internal,Hired,Hired,,,12/04/2020,12/12/2020,12/24/2020,12/30/2020,01/04/2021,01/09/2021
CAND-002836,R-SAL-1001-JustKaizen-0324,12/02/2020,Archived,Account Executive Manager,closed,Kathleen Clark,Mason Steele,sourced,LinkedIn,Archived,Applied,Not qualified,,12/17/2020,,,,,
CAND-002837,R-SAL-1001-JustKaizen-0325,04/05/2025,Hired,Enterprise Sales Manager,closed,Brandon Munoz,Franklin Wright,sourced,Talent Sourcer Outreach,Hired,Hired,,,04/16/2025,04/26/2025,05/04/2025,05/12/2025,05/14/2025,05/11/2025
CAND-002838,R-SAL-1001-JustKaizen-0325,04/05/2025,Archived,Enterprise Sales Manager,closed,Brandon Munoz,Franklin Wright,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,04/16/2025,04/23/2025,,,,
CAND-002839,R-SAL-1001-JustKaizen-0325,04/05/2025,Archived,Enterprise Sales Manager,closed,Brandon Munoz,Franklin Wright,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,04/18/2025,04/25/2025,05/02/2025,,,
CAND-002840,R-SAL-1001-JustKaizen-0325,04/05/2025,Archived,Enterprise Sales Manager,closed,Brandon Munoz,Franklin Wright,applied,Job Board,Archived,Recruiter Screen,Not qualified,,04/06/2025,04/13/2025,,,,
CAND-002841,R-SAL-1001-JustKaizen-0326,04/13/2022,Hired,Senior Sales Engineering Manager,closed,Anna Briggs,Arthur Mcknight,applied,LinkedIn,Hired,Hired,,,04/27/2022,05/05/2022,05/12/2022,05/18/2022,05/21/2022,05/18/2022
CAND-002842,R-SAL-1001-JustKaizen-0326,04/13/2022,Archived,Senior Sales Engineering Manager,closed,Anna Briggs,Arthur Mcknight,applied,Glassdoor,Archived,Phone Screen,Not qualified,,04/28/2022,05/05/2022,05/12/2022,,,
CAND-002843,R-SAL-1001-JustKaizen-0326,04/13/2022,Archived,Senior Sales Engineering Manager,closed,Anna Briggs,Arthur Mcknight,referred,Referral,Archived,Offer,Offer declined,Personal,04/23/2022,04/30/2022,05/07/2022,05/14/2022,,
CAND-002844,R-SAL-1001-JustKaizen-0327,07/02/2023,Hired,SDR Manager,closed,Janice Jefferson,John Grant,sourced,Talent Sourcer Outreach,Hired,Hired,,,07/10/2023,07/17/2023,07/27/2023,08/02/2023,08/09/2023,08/11/2023
CAND-002845,R-SAL-1001-JustKaizen-0327,07/02/2023,Archived,SDR Manager,closed,Janice Jefferson,John Grant,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,07/20/2023,07/27/2023,,,,
CAND-002846,R-SAL-1001-JustKaizen-0327,07/02/2023,Archived,SDR Manager,closed,Janice Jefferson,John Grant,sourced,LinkedIn,Archived,Applied,Not qualified,,07/08/2023,,,,,
CAND-002847,R-SAL-1001-JustKaizen-0327,07/02/2023,Archived,SDR Manager,closed,Janice Jefferson,John Grant,applied,Job Board,Archived,Recruiter Screen,Not qualified,,07/28/2023,08/04/2023,,,,
CAND-002848,R-SAL-1001-JustKaizen-0328,02/27/2022,Hired,Account Executive Manager,closed,Kathleen Clark,Joshua Snyder,applied,Glassdoor,Hired,Hired,,,03/12/2022,03/22/2022,04/04/2022,04/16/2022,04/22/2022,04/03/2022
CAND-002849,R-SAL-1001-JustKaizen-0328,02/27/2022,Archived,Account Executive Manager,closed,Kathleen Clark,Joshua Snyder,referred,Referral,Archived,Offer,Offer declined,Career Growth,03/13/2022,03/20/2022,03/27/2022,04/03/2022,,
CAND-002850,R-SAL-1001-JustKaizen-0328,02/27/2022,Archived,Account Executive Manager,closed,Kathleen Clark,Joshua Snyder,applied,Job Board,Archived,Phone Screen,Not qualified,,03/21/2022,03/28/2022,04/04/2022,,,
CAND-002851,R-SAL-1001-JustKaizen-0329,03/04/2023,Hired,Senior Account Executive Manager,closed,Kathleen Clark,Jason Mack,referred,Referral,Hired,Hired,,,03/05/2023,03/18/2023,03/28/2023,04/04/2023,04/09/2023,04/07/2023
CAND-002852,R-SAL-1001-JustKaizen-0329,03/04/2023,Archived,Senior Account Executive Manager,closed,Kathleen Clark,Jason Mack,referred,Referral,Archived,Applied,Not qualified,,03/25/2023,,,,,
CAND-002853,R-SAL-1001-JustKaizen-0329,03/04/2023,Archived,Senior Account Executive Manager,closed,Kathleen Clark,Jason Mack,sourced,LinkedIn,Archived,Recruiter Screen,Not qualified,,03/13/2023,03/20/2023,,,,
CAND-002854,R-SAL-1001-JustKaizen-0329,03/04/2023,Archived,Senior Account Executive Manager,closed,Kathleen Clark,Jason Mack,referred,Referral,Archived,Offer,Offer declined,Personal,03/09/2023,03/16/2023,03/23/2023,03/30/2023,,
CAND-002855,R-SAL-1001-JustKaizen-0330,01/20/2023,Hired,Senior Account Executive Manager,closed,Kimberly Williams,Kathy Armstrong,referred,Referral,Hired,Hired,,,01/30/2023,02/08/2023,02/19/2023,03/03/2023,03/07/2023,02/21/2023
CAND-002856,R-SAL-1001-JustKaizen-0330,01/20/2023,Archived,Senior Account Executive Manager,closed,Kimberly Williams,Kathy Armstrong,sourced,Talent Sourcer Outreach,Archived,Onsite,Position filled,,01/22/2023,01/29/2023,02/05/2023,02/12/2023,,
CAND-002857,R-SAL-1001-JustKaizen-0330,01/20/2023,Archived,Senior Account Executive Manager,closed,Kimberly Williams,Kathy Armstrong,sourced,Talent Sourcer Outreach,Archived,Recruiter Screen,Not qualified,,02/07/2023,02/14/2023,,,,
CAND-002858,R-SAL-1001-JustKaizen-0330,01/20/2023,Archived,Senior Account Executive Manager,closed,Kimberly Williams,Kathy Armstrong,applied,LinkedIn,Archived,Onsite,Position filled,,02/06/2023,02/13/2023,02/20/2023,02/27/2023,,
CAND-002859,R-SAL-1001-JustKaizen-0331,12/10/2021,Hired,Account Executive Manager,closed,Kathleen Clark,Thomas Phillips,referred,Referral,Hired,Hired,,,12/13/2021,12/20/2021,12/30/2021,01/06/2022,01/13/2022,01/11/2022
CAND-002860,R-SAL-1001-JustKaizen-0331,12/10/2021,Archived,Account Executive Manager,closed,Kathleen Clark,Thomas Phillips,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,12/14/2021,12/21/2021,12/28/2021,,,
CAND-002861,R-SAL-1001-JustKaizen-0331,12/10/2021,Archived,Account Executive Manager,closed,Kathleen Clark,Thomas Phillips,referred,Referral,Archived,Phone Screen,Not qualified,,12/30/2021,01/06/2022,01/13/2022,,,
CAND-002862,R-SAL-1001-JustKaizen-0332,09/30/2025,Hired,Account Executive Manager,closed,Brian Gutierrez,Tami Salas,sourced,Talent Sourcer Outreach,Hired,Hired,,,10/02/2025,10/15/2025,10/22/2025,11/02/2025,11/08/2025,11/03/2025
CAND-002863,R-SAL-1001-JustKaizen-0332,09/30/2025,Archived,Account Executive Manager,closed,Brian Gutierrez,Tami Salas,applied,Job Board,Archived,Applied,Not qualified,,10/24/2025,,,,,
CAND-002864,R-SAL-1001-JustKaizen-0333,05/24/2024,Hired,Sales Engineering Manager,closed,John Hernandez,Joshua Snyder,referred,Referral,Hired,Hired,,,06/04/2024,06/15/2024,06/28/2024,07/03/2024,07/05/2024,06/23/2024
CAND-002865,R-SAL-1001-JustKaizen-0333,05/24/2024,Archived,Sales Engineering Manager,closed,John Hernandez,Joshua Snyder,referred,Referral,Archived,Phone Screen,Not qualified,,06/20/2024,06/27/2024,07/04/2024,,,
CAND-002866,R-SAL-1001-JustKaizen-0333,05/24/2024,Archived,Sales Engineering Manager,closed,John Hernandez,Joshua Snyder,applied,LinkedIn,Archived,Applied,Not qualified,,06/07/2024,,,,,
CAND-002867,R-SAL-1001-JustKaizen-0333,05/24/2024,Archived,Sales Engineering Manager,closed,John Hernandez,Joshua Snyder,agency,Agency,Archived,Recruiter Screen,Not qualified,,06/02/2024,06/09/2024,,,,
CAND-002868,R-SAL-1001-JustKaizen-0334,02/21/2023,Hired,SDR Manager,closed,Kathleen Clark,Michael James,applied,Career Page,Hired,Hired,,,02/23/2023,03/07/2023,03/18/2023,03/28/2023,04/03/2023,03/25/2023
CAND-002869,R-SAL-1001-JustKaizen-0334,02/21/2023,Archived,SDR Manager,closed,Kathleen Clark,Michael James,referred,Referral,Archived,Applied,Not qualified,,03/12/2023,,,,,
CAND-002870,R-SAL-1001-JustKaizen-0334,02/21/2023,Archived,SDR Manager,closed,Kathleen Clark,Michael James,referred,Referral,Archived,Applied,Not qualified,,03/13/2023,,,,,
CAND-002871,R-SAL-1001-JustKaizen-0335,01/25/2023,Hired,Enterprise Sales Manager,closed,Michelle Wilson,Erica Brewer,sourced,LinkedIn,Hired,Hired,,,02/04/2023,02/12/2023,02/22/2023,03/05/2023,03/09/2023,03/05/2023
CAND-002872,R-SAL-1001-JustKaizen-0335,01/25/2023,Archived,Enterprise Sales Manager,closed,Michelle Wilson,Erica Brewer,sourced,Talent Sourcer Outreach,Archived,Offer,Offer declined,Accepted Other Offer,02/17/2023,02/24/2023,03/03/2023,03/10/2023,,
CAND-002873,R-SAL-1001-JustKaizen-0336,12/14/2024,Hired,Senior SDR Manager,closed,John Hernandez,Blake Elliott,agency,Agency,Hired,Hired,,,12/24/2024,01/04/2025,01/14/2025,01/25/2025,01/27/2025,01/13/2025
CAND-002874,R-SAL-1001-JustKaizen-0336,12/14/2024,Archived,Senior SDR Manager,closed,John Hernandez,Blake Elliott,internal,Internal,Archived,Offer,Offer declined,Compensation,12/28/2024,01/04/2025,01/11/2025,01/18/2025,,
CAND-002875,R-SAL-1001-JustKaizen-0336,12/14/2024,Archived,Senior SDR Manager,closed,John Hernandez,Blake Elliott,applied,Career Page,Archived,Recruiter Screen,Not qualified,,12/25/2024,01/01/2025,,,,
CAND-002876,R-SAL-1001-JustKaizen-0336,12/14/2024,Archived,Senior SDR Manager,closed,John Hernandez,Blake Elliott,internal,Internal,Archived,Offer,Offer declined,Career Growth,12/15/2024,12/22/2024,12/29/2024,01/05/2025,,
CAND-002877,R-SAL-1001-JustKaizen-0337,01/24/2025,Hired,"Senior Director, SDR",closed,Janice Jefferson,Christopher Medina,applied,Job Board,Hired,Hired,,,01/30/2025,02/09/2025,02/20/2025,03/03/2025,03/06/2025,02/27/2025
CAND-002878,R-SAL-1001-JustKaizen-0337,01/24/2025,Archived,"Senior Director, SDR",closed,Janice Jefferson,Christopher Medina,applied,Glassdoor,Archived,Applied,Not qualified,,01/26/2025,,,,,
CAND-002879,R-SAL-1001-JustKaizen-0338,05/15/2021,Hired,"Director, Enterprise Sales",closed,Kathleen Clark,Christine Aguilar,applied,LinkedIn,Hired,Hired,,,05/28/2021,06/04/2021,06/16/2021,06/24/2021,06/27/2021,06/19/2021
CAND-002880,R-SAL-1001-JustKaizen-0338,05/15/2021,Archived,"Director, Enterprise Sales",closed,Kathleen Clark,Christine Aguilar,applied,Glassdoor,Archived,Recruiter Screen,Not qualified,,06/08/2021,06/15/2021,,,,
CAND-002881,R-SAL-1001-JustKaizen-0338,05/15/2021,Archived,"Director, Enterprise Sales",closed,Kathleen Clark,Christine Aguilar,agency,Agency,Archived,Phone Screen,Not qualified,,06/12/2021,06/19/2021,06/26/2021,,,
CAND-002882,R-SAL-1001-JustKaizen-0338,05/15/2021,Archived,"Director, Enterprise Sales",closed,Kathleen Clark,Christine Aguilar,internal,Internal,Archived,Phone Screen,Not qualified,,05/17/2021,05/24/2021,05/31/2021,,,
CAND-002883,R-SAL-1001-JustKaizen-0339,08/23/2021,Hired,"Director, SDR",closed,Anna Briggs,Taylor Johnson,applied,Job Board,Hired,Hired,,,08/29/2021,09/10/2021,09/18/2021,09/29/2021,10/05/2021,09/28/2021
CAND-002884,R-SAL-1001-JustKaizen-0339,08/23/2021,Archived,"Director, SDR",closed,Anna Briggs,Taylor Johnson,applied,Job Board,Archived,Phone Screen,Not qualified,,08/25/2021,09/01/2021,09/08/2021,,,
CAND-002885,R-SAL-1001-JustKaizen-0339,08/23/2021,Archived,"Director, SDR",closed,Anna Briggs,Taylor Johnson,referred,Referral,Archived,Phone Screen,Not qualified,,09/17/2021,09/24/2021,10/01/2021,,,
CAND-002886,R-SAL-1001-JustKaizen-0340,04/26/2023,Hired,"Director, Sales Engineering",closed,Michelle Wilson,Anthony Ford,applied,LinkedIn,Hired,Hired,,,05/02/2023,05/12/2023,05/20/2023,05/25/2023,05/28/2023,05/27/2023
CAND-002887,R-SAL-1001-JustKaizen-0340,04/26/2023,Archived,"Director, Sales Engineering",closed,Michelle Wilson,Anthony Ford,referred,Referral,Archived,Onsite,Position filled,,05/19/2023,05/26/2023,06/02/2023,06/09/2023,,
CAND-002888,R-SAL-1001-JustKaizen-0340,04/26/2023,Archived,"Director, Sales Engineering",closed,Michelle Wilson,Anthony Ford,referred,Referral,Archived,Onsite,Position filled,,05/12/2023,05/19/2023,05/26/2023,06/02/2023,,
CAND-002889,R-SAL-1001-JustKaizen-0341,02/06/2025,Hired,"Director, SDR",closed,Brandon Munoz,Ralph Good,applied,Job Board,Hired,Hired,,,02/09/2025,02/17/2025,02/28/2025,03/11/2025,03/17/2025,03/17/2025
CAND-002890,R-SAL-1001-JustKaizen-0341,02/06/2025,Archived,"Director, SDR",closed,Brandon Munoz,Ralph Good,applied,LinkedIn,Archived,Phone Screen,Not qualified,,02/26/2025,03/04/2025,03/11/2025,,,
CAND-002891,R-SAL-1001-JustKaizen-0341,02/06/2025,Archived,"Director, SDR",closed,Brandon Munoz,Ralph Good,applied,Career Page,Archived,Offer,Offer declined,Personal,02/08/2025,02/15/2025,02/22/2025,02/28/2025,,
CAND-002892,R-SAL-1001-JustKaizen-0341,02/06/2025,Archived,"Director, SDR",closed,Brandon Munoz,Ralph Good,sourced,LinkedIn,Archived,Offer,Offer declined,Location,02/17/2025,02/24/2025,03/02/2025,03/09/2025,,
CAND-002893,R-SAL-1001-JustKaizen-0342,01/16/2026,Hired,"Director, Enterprise Sales",closed,Patricia Ray,Ralph Good,sourced,LinkedIn,Hired,Hired,,,01/26/2026,02/02/2026,02/12/2026,02/24/2026,02/26/2026,02/22/2026
CAND-002894,R-SAL-1001-JustKaizen-0342,01/16/2026,Archived,"Director, Enterprise Sales",closed,Patricia Ray,Ralph Good,sourced,LinkedIn,Archived,Applied,Not qualified,,01/21/2026,,,,,
CAND-002895,R-SAL-1001-JustKaizen-0343,07/02/2022,Hired,"Director, Sales Engineering",closed,Kimberly Williams,Shane Miller,agency,Agency,Hired,Hired,,,07/12/2022,07/23/2022,08/04/2022,08/12/2022,08/19/2022,08/06/2022
CAND-002896,R-SAL-1001-JustKaizen-0343,07/02/2022,Archived,"Director, Sales Engineering",closed,Kimberly Williams,Shane Miller,applied,Glassdoor,Archived,Applied,Not qualified,,07/20/2022,,,,,
CAND-002897,R-SAL-1001-JustKaizen-0344,08/31/2023,Hired,"Senior Director, Account Executive",closed,Ryan Chapman,Christopher Medina,applied,Career Page,Hired,Hired,,,09/12/2023,09/24/2023,10/02/2023,10/11/2023,10/13/2023,10/03/2023
CAND-002898,R-SAL-1001-JustKaizen-0344,08/31/2023,Archived,"Senior Director, Account Executive",closed,Ryan Chapman,Christopher Medina,referred,Referral,Archived,Onsite,Position filled,,09/08/2023,09/15/2023,09/22/2023,09/29/2023,,
CAND-002899,R-SAL-1001-JustKaizen-0344,08/31/2023,Archived,"Senior Director, Account Executive",closed,Ryan Chapman,Christopher Medina,applied,Career Page,Archived,Applied,Not qualified,,09/01/2023,,,,,
CAND-002900,R-SAL-1001-JustKaizen-0345,09/19/2023,Hired,"Senior Director, Account Executive",closed,Emily Rodgers,Christopher Medina,sourced,Talent Sourcer Outreach,Hired,Hired,,,09/24/2023,10/02/2023,10/11/2023,10/19/2023,10/26/2023,10/23/2023
CAND-002901,R-SAL-1001-JustKaizen-0345,09/19/2023,Archived,"Senior Director, Account Executive",closed,Emily Rodgers,Christopher Medina,agency,Agency,Archived,Offer,Offer declined,Location,10/17/2023,10/24/2023,10/31/2023,11/07/2023,,
CAND-002902,R-SAL-1001-JustKaizen-0345,09/19/2023,Archived,"Senior Director, Account Executive",closed,Emily Rodgers,Christopher Medina,referred,Referral,Archived,Phone Screen,Not qualified,,09/30/2023,10/07/2023,10/14/2023,,,
CAND-002903,R-SAL-1001-JustKaizen-0346,12/07/2021,Hired,"Director, SDR",closed,Rebekah Gregory,Anthony Ford,referred,Referral,Hired,Hired,,,12/10/2021,12/22/2021,01/03/2022,01/14/2022,01/16/2022,01/09/2022
CAND-002904,R-SAL-1001-JustKaizen-0346,12/07/2021,Archived,"Director, SDR",closed,Rebekah Gregory,Anthony Ford,applied,LinkedIn,Archived,Offer,Offer declined,Personal,12/29/2021,01/05/2022,01/12/2022,01/19/2022,,
CAND-002905,R-SAL-1001-JustKaizen-0346,12/07/2021,Archived,"Director, SDR",closed,Rebekah Gregory,Anthony Ford,sourced,LinkedIn,Archived,Applied,Not qualified,,01/06/2022,,,,,
CAND-002906,R-SAL-1001-JustKaizen-0347,04/21/2025,Hired,"Senior Director, Revenue Operations",closed,Patricia Ray,Christopher Medina,applied,LinkedIn,Hired,Hired,,,04/23/2025,05/05/2025,05/14/2025,05/23/2025,05/25/2025,05/30/2025
CAND-002907,R-SAL-1001-JustKaizen-0347,04/21/2025,Archived,"Senior Director, Revenue Operations",closed,Patricia Ray,Christopher Medina,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,04/25/2025,05/02/2025,05/09/2025,,,
CAND-002908,R-SAL-1001-JustKaizen-0347,04/21/2025,Archived,"Senior Director, Revenue Operations",closed,Patricia Ray,Christopher Medina,sourced,LinkedIn,Archived,Phone Screen,Not qualified,,04/27/2025,05/04/2025,05/11/2025,,,
CAND-002909,R-SAL-1001-JustKaizen-0348,03/26/2022,Hired,"Senior Director, Enterprise Sales",closed,Tara Long,Christopher Medina,sourced,Talent Sourcer Outreach,Hired,Hired,,,04/08/2022,04/17/2022,04/30/2022,05/06/2022,05/09/2022,04/25/2022
CAND-002910,R-SAL-1001-JustKaizen-0348,03/26/2022,Archived,"Senior Director, Enterprise Sales",closed,Tara Long,Christopher Medina,referred,Referral,Archived,Offer,Offer declined,Location,04/18/2022,04/25/2022,05/02/2022,05/09/2022,,
CAND-002911,R-SAL-1001-JustKaizen-0349,06/29/2020,Hired,"Director, Account Management",closed,Kathleen Clark,Shane Miller,applied,Career Page,Hired,Hired,,,06/30/2020,07/08/2020,07/16/2020,07/23/2020,07/30/2020,08/06/2020
CAND-002912,R-SAL-1001-JustKaizen-0349,06/29/2020,Archived,"Director, Account Management",closed,Kathleen Clark,Shane Miller,internal,Internal,Archived,Onsite,Position filled,,07/03/2020,07/10/2020,07/17/2020,07/24/2020,,
CAND-002913,R-SAL-1001-JustKaizen-0350,03/29/2021,Hired,"Director, Account Executive",closed,Rebekah Gregory,Ralph Good,sourced,Talent Sourcer Outreach,Hired,Hired,,,04/04/2021,04/16/2021,04/29/2021,05/11/2021,05/14/2021,05/05/2021
CAND-002914,R-SAL-1001-JustKaizen-0350,03/29/2021,Archived,"Director, Account Executive",closed,Rebekah Gregory,Ralph Good,sourced,LinkedIn,Archived,Offer,Offer declined,Location,04/11/2021,04/18/2021,04/25/2021,05/02/2021,,
