employee_id,effective_date,change_type,old_department,new_department,old_sub_department,new_sub_department,old_job_level,new_job_level,old_job_title,new_job_title,old_manager_id,new_manager_id
mhansen@justkaizen.com,03/14/2019,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,dthomas2@justkaizen.com
kbooth@justkaizen.com,09/01/2022,Hire,,Customer Success,,Implementation,,P2,,Implementation Specialist,,jrowe@justkaizen.com
gkrueger@justkaizen.com,05/21/2021,Hire,,Customer Success,,Support,,P1,,Associate Support Specialist,,dthomas2@justkaizen.com
agiles@justkaizen.com,07/18/2020,Hire,,Customer Success,,Support,,P2,,Support Specialist,,jrowe@justkaizen.com
agiles@justkaizen.com,07/14/2022,Promotion,Customer Success,Customer Success,Support,Support,P1,P2,Associate Support Specialist,Support Specialist,jrowe@justkaizen.com,jrowe@justkaizen.com
twilson@justkaizen.com,08/28/2022,Hire,,Customer Success,,Support,,P2,,Support Specialist,,dshields@justkaizen.com
zmendoza@justkaizen.com,09/14/2024,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,jwatson@justkaizen.com
dmunoz@justkaizen.com,03/18/2020,Hire,,Customer Success,,Customer Education,,P2,,Customer Education Specialist,,ccortez@justkaizen.com
cherman@justkaizen.com,05/22/2024,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,gmack@justkaizen.com
jrowe@justkaizen.com,12/04/2022,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,pjohnson@justkaizen.com
jferguson@justkaizen.com,12/24/2021,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,jrowe@justkaizen.com
igreen@justkaizen.com,12/07/2021,Hire,,Customer Success,,Customer Education,,P1,,Associate Customer Education Specialist,,jmueller2@justkaizen.com
kcrawford@justkaizen.com,03/31/2021,Hire,,Customer Success,,Implementation,,P3,,Senior Implementation Specialist,,tsanders2@justkaizen.com
azavala@justkaizen.com,08/15/2023,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,gcampos@justkaizen.com
azavala@justkaizen.com,06/03/2024,Promotion,Customer Success,Customer Success,Support,Support,P2,P3,Support Specialist,Senior Support Specialist,gcampos@justkaizen.com,gcampos@justkaizen.com
jfranco@justkaizen.com,12/24/2021,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,bking@justkaizen.com
jfranco@justkaizen.com,07/18/2023,Promotion,Customer Success,Customer Success,CSM,CSM,P2,P3,Customer Success Manager,Senior Customer Success Manager,bking@justkaizen.com,bking@justkaizen.com
swood@justkaizen.com,09/09/2021,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,gmack@justkaizen.com
jhart@justkaizen.com,01/13/2020,Hire,,Customer Success,,Implementation,,P1,,Associate Implementation Specialist,,arice@justkaizen.com
dthomas2@justkaizen.com,02/06/2022,Hire,,Customer Success,,Support,,P2,,Support Specialist,,ccortez@justkaizen.com
ddonovan@justkaizen.com,04/08/2022,Hire,,Customer Success,,Support,,P2,,Support Specialist,,ckeller@justkaizen.com
lbutler@justkaizen.com,10/14/2022,Hire,,Customer Success,,Implementation,,P3,,Senior Implementation Specialist,,tsanders2@justkaizen.com
lbutler@justkaizen.com,12/22/2023,Promotion,Customer Success,Customer Success,Implementation,Implementation,P2,P3,Implementation Specialist,Senior Implementation Specialist,tsanders2@justkaizen.com,tsanders2@justkaizen.com
crivera@justkaizen.com,10/18/2024,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,ajohnson@justkaizen.com
jwhitaker@justkaizen.com,05/29/2019,Hire,,Customer Success,,Customer Education,,P3,,Senior Customer Education Specialist,,pjohnson@justkaizen.com
kpena@justkaizen.com,05/04/2021,Hire,,Customer Success,,Customer Education,,P2,,Customer Education Specialist,,tpowers@justkaizen.com
mscott@justkaizen.com,02/26/2022,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,csmith2@justkaizen.com
rlevy@justkaizen.com,01/31/2024,Hire,,Customer Success,,Support,,P1,,Associate Support Specialist,,cgill@justkaizen.com
mhenry3@justkaizen.com,12/25/2024,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,arice@justkaizen.com
cnorton@justkaizen.com,10/09/2020,Hire,,Customer Success,,Support,,P2,,Support Specialist,,ajohnson@justkaizen.com
ccortez@justkaizen.com,06/05/2022,Hire,,Customer Success,,Customer Education,,P3,,Senior Customer Education Specialist,,amartin@justkaizen.com
kstark@justkaizen.com,04/11/2019,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,jrowe@justkaizen.com
kmay@justkaizen.com,08/09/2022,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,cturner@justkaizen.com
ajohnson2@justkaizen.com,07/08/2022,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,bking@justkaizen.com
rlandry@justkaizen.com,01/06/2020,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,nlee@justkaizen.com
mduran@justkaizen.com,01/08/2022,Hire,,Customer Success,,Customer Education,,P3,,Senior Customer Education Specialist,,esnyder@justkaizen.com
jkirby@justkaizen.com,12/02/2021,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,kfaulkner@justkaizen.com
dmann2@justkaizen.com,12/03/2021,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,dshields@justkaizen.com
dmann2@justkaizen.com,08/10/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P1,P2,Associate Customer Success Manager,Customer Success Manager,dshields@justkaizen.com,dshields@justkaizen.com
awagner@justkaizen.com,04/22/2024,Hire,,Customer Success,,Support,,P2,,Support Specialist,,jrowe@justkaizen.com
jwilliamson@justkaizen.com,05/05/2024,Hire,,Customer Success,,Implementation,,P1,,Associate Implementation Specialist,,afrost2@justkaizen.com
mjensen@justkaizen.com,07/30/2019,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,dhughes@justkaizen.com
jfreeman@justkaizen.com,09/23/2020,Hire,,Customer Success,,Implementation,,P3,,Senior Implementation Specialist,,asantana@justkaizen.com
jfreeman@justkaizen.com,10/25/2021,Promotion,Customer Success,Customer Success,Implementation,Implementation,P2,P3,Implementation Specialist,Senior Implementation Specialist,asantana@justkaizen.com,asantana@justkaizen.com
aarnold@justkaizen.com,08/14/2021,Hire,,Customer Success,,Implementation,,P3,,Senior Implementation Specialist,,ahamilton@justkaizen.com
amoreno@justkaizen.com,05/23/2019,Hire,,Customer Success,,Implementation,,P2,,Implementation Specialist,,dshields@justkaizen.com
dmadden@justkaizen.com,07/15/2024,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,ddavenport2@justkaizen.com
ali@justkaizen.com,04/05/2021,Hire,,Customer Success,,Implementation,,P1,,Associate Implementation Specialist,,jkirby@justkaizen.com
mdrake@justkaizen.com,01/14/2023,Hire,,Customer Success,,Support,,P1,,Associate Support Specialist,,jwatson@justkaizen.com
trodriguez2@justkaizen.com,10/30/2021,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,ajohnson2@justkaizen.com
ahernandez3@justkaizen.com,01/30/2024,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,ckeller@justkaizen.com
cfox@justkaizen.com,10/01/2021,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,krussell2@justkaizen.com
cfox@justkaizen.com,07/19/2022,Promotion,Customer Success,Customer Success,Support,Support,P2,P3,Support Specialist,Senior Support Specialist,krussell2@justkaizen.com,krussell2@justkaizen.com
radams2@justkaizen.com,01/30/2025,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,ahamilton@justkaizen.com
jwatson@justkaizen.com,05/20/2024,Hire,,Customer Success,,Customer Education,,P2,,Customer Education Specialist,,mabbott@justkaizen.com
jcunningham@justkaizen.com,11/12/2021,Hire,,Customer Success,,Customer Education,,P3,,Senior Customer Education Specialist,,bking@justkaizen.com
wperez@justkaizen.com,04/02/2021,Hire,,Customer Success,,Implementation,,P2,,Implementation Specialist,,mabbott@justkaizen.com
mabbott@justkaizen.com,01/30/2021,Hire,,Customer Success,,Customer Education,,P3,,Senior Customer Education Specialist,,amontgomery@justkaizen.com
mgarrison@justkaizen.com,08/13/2024,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,ahernandez3@justkaizen.com
pdavis@justkaizen.com,01/26/2022,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,asantana@justkaizen.com
jtran@justkaizen.com,02/01/2023,Hire,,Customer Success,,Implementation,,P2,,Implementation Specialist,,dshields@justkaizen.com
jtran@justkaizen.com,01/27/2024,Promotion,Customer Success,Customer Success,Implementation,Implementation,P1,P2,Associate Implementation Specialist,Implementation Specialist,dshields@justkaizen.com,dshields@justkaizen.com
asmith2@justkaizen.com,06/29/2024,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,tsanders2@justkaizen.com
cporter@justkaizen.com,06/16/2021,Hire,,Customer Success,,Implementation,,P1,,Associate Implementation Specialist,,awagner@justkaizen.com
jmueller2@justkaizen.com,03/14/2024,Hire,,Customer Success,,Customer Education,,P2,,Customer Education Specialist,,kfaulkner@justkaizen.com
khodge@justkaizen.com,07/10/2024,Hire,,Customer Success,,Customer Education,,P2,,Customer Education Specialist,,dshields@justkaizen.com
arice@justkaizen.com,02/24/2022,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,dmadden@justkaizen.com
alewis@justkaizen.com,10/25/2021,Hire,,Customer Success,,CSM,,P3,,Senior Customer Success Manager,,msanders@justkaizen.com
sclay@justkaizen.com,07/15/2023,Hire,,Customer Success,,Support,,P1,,Associate Support Specialist,,nrodriguez@justkaizen.com
kwilliams3@justkaizen.com,02/06/2025,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,driddle@justkaizen.com
afrost2@justkaizen.com,09/28/2023,Hire,,Customer Success,,Implementation,,P2,,Implementation Specialist,,ccortez@justkaizen.com
selliott@justkaizen.com,04/10/2021,Hire,,Customer Success,,Support,,P3,,Senior Support Specialist,,krussell2@justkaizen.com
amcfarland@justkaizen.com,07/05/2023,Hire,,Customer Success,,CSM,,P2,,Customer Success Manager,,ccortez@justkaizen.com
eali@justkaizen.com,07/29/2022,Hire,,Customer Success,,CSM,,P1,,Associate Customer Success Manager,,kmorrow@justkaizen.com
kgoodwin@justkaizen.com,11/06/2022,Hire,,Customer Success,,CSM,,P5,,Principal Customer Success Manager,,mguerrero@justkaizen.com
msanders@justkaizen.com,11/07/2022,Hire,,Customer Success,,Implementation,,P4,,Staff Implementation Specialist,,nmason@justkaizen.com
msanders@justkaizen.com,08/23/2023,Promotion,Customer Success,Customer Success,Implementation,Implementation,P2,P3,Implementation Specialist,Senior Implementation Specialist,nmason@justkaizen.com,nmason@justkaizen.com
msanders@justkaizen.com,04/30/2024,Promotion,Customer Success,Customer Success,Implementation,Implementation,P3,P4,Senior Implementation Specialist,Staff Implementation Specialist,nmason@justkaizen.com,nmason@justkaizen.com
amartin@justkaizen.com,03/17/2022,Hire,,Customer Success,,Customer Education,,P4,,Staff Customer Education Specialist,,nmason@justkaizen.com
amartin@justkaizen.com,02/16/2023,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,P2,P3,Customer Education Specialist,Senior Customer Education Specialist,nmason@justkaizen.com,nmason@justkaizen.com
amartin@justkaizen.com,03/03/2024,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,P3,P4,Senior Customer Education Specialist,Staff Customer Education Specialist,nmason@justkaizen.com,nmason@justkaizen.com
ddavenport2@justkaizen.com,01/08/2024,Hire,,Customer Success,,Customer Education,,P4,,Staff Customer Education Specialist,,nmason@justkaizen.com
ddavenport2@justkaizen.com,07/08/2024,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,P3,P4,Senior Customer Education Specialist,Staff Customer Education Specialist,nmason@justkaizen.com,nmason@justkaizen.com
jmosley@justkaizen.com,02/21/2022,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jroberson@justkaizen.com
jmosley@justkaizen.com,10/04/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P3,P4,Senior Customer Success Manager,Staff Customer Success Manager,jroberson@justkaizen.com,jroberson@justkaizen.com
gcampos@justkaizen.com,08/04/2024,Hire,,Customer Success,,Customer Education,,P4,,Staff Customer Education Specialist,,wbrown@justkaizen.com
bhinton@justkaizen.com,06/21/2020,Hire,,Customer Success,,Customer Education,,P6,,Distinguished Customer Education Specialist,,kjohnston@justkaizen.com
nmason@justkaizen.com,08/12/2022,Hire,,Customer Success,,Support,,P5,,Principal Support Specialist,,agomez@justkaizen.com
nmason@justkaizen.com,11/08/2023,Promotion,Customer Success,Customer Success,Support,Support,P4,P5,Staff Support Specialist,Principal Support Specialist,agomez@justkaizen.com,agomez@justkaizen.com
wbrown@justkaizen.com,09/17/2024,Hire,,Customer Success,,CSM,,P5,,Principal Customer Success Manager,,mguerrero@justkaizen.com
jroberson@justkaizen.com,08/13/2021,Hire,,Customer Success,,Support,,P5,,Principal Support Specialist,,agomez@justkaizen.com
jroberson@justkaizen.com,04/25/2023,Promotion,Customer Success,Customer Success,Support,Support,P4,P5,Staff Support Specialist,Principal Support Specialist,agomez@justkaizen.com,agomez@justkaizen.com
gmack@justkaizen.com,01/25/2022,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,wbrown@justkaizen.com
gmack@justkaizen.com,07/25/2023,Promotion,Customer Success,Customer Success,Support,Support,P3,P4,Senior Support Specialist,Staff Support Specialist,wbrown@justkaizen.com,wbrown@justkaizen.com
tsanders2@justkaizen.com,06/15/2022,Hire,,Customer Success,,Implementation,,P4,,Staff Implementation Specialist,,nmason@justkaizen.com
pjohnson@justkaizen.com,04/17/2024,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,nmason@justkaizen.com
driddle@justkaizen.com,03/26/2021,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,jroberson@justkaizen.com
tkelly@justkaizen.com,05/13/2021,Hire,,Customer Success,,Implementation,,P5,,Principal Implementation Specialist,,mguerrero@justkaizen.com
tkelly@justkaizen.com,04/08/2022,Promotion,Customer Success,Customer Success,Implementation,Implementation,P4,P5,Staff Implementation Specialist,Principal Implementation Specialist,mguerrero@justkaizen.com,mguerrero@justkaizen.com
treynolds@justkaizen.com,03/27/2024,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jroberson@justkaizen.com
mguerrero@justkaizen.com,07/08/2024,Hire,,Customer Success,,Customer Education,,P6,,Distinguished Customer Education Specialist,,kjohnston@justkaizen.com
amontgomery@justkaizen.com,05/31/2024,Hire,,Customer Success,,Implementation,,P4,,Staff Implementation Specialist,,jroberson@justkaizen.com
rmarquez@justkaizen.com,09/09/2024,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,wbrown@justkaizen.com
amoore@justkaizen.com,06/30/2020,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,wbrown@justkaizen.com
amoore@justkaizen.com,01/25/2022,Promotion,Customer Success,Customer Success,Support,Support,P2,P3,Support Specialist,Senior Support Specialist,wbrown@justkaizen.com,wbrown@justkaizen.com
amoore@justkaizen.com,08/30/2023,Promotion,Customer Success,Customer Success,Support,Support,P3,P4,Senior Support Specialist,Staff Support Specialist,wbrown@justkaizen.com,wbrown@justkaizen.com
mwalters@justkaizen.com,06/20/2020,Hire,,Customer Success,,Customer Education,,P4,,Staff Customer Education Specialist,,nmason@justkaizen.com
nstewart@justkaizen.com,02/21/2019,Hire,,Customer Success,,Customer Education,,P5,,Principal Customer Education Specialist,,agomez@justkaizen.com
asmith3@justkaizen.com,04/22/2024,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,wbrown@justkaizen.com
eward@justkaizen.com,02/15/2022,Hire,,Customer Success,,Support,,P4,,Staff Support Specialist,,jwashington2@justkaizen.com
eward@justkaizen.com,09/06/2023,Promotion,Customer Success,Customer Success,Support,Support,P3,P4,Senior Support Specialist,Staff Support Specialist,jwashington2@justkaizen.com,jwashington2@justkaizen.com
danderson2@justkaizen.com,10/12/2020,Hire,,Customer Success,,Support,,P6,,Distinguished Support Specialist,,kjohnston@justkaizen.com
danderson2@justkaizen.com,01/31/2022,Promotion,Customer Success,Customer Success,Support,Support,P4,P5,Staff Support Specialist,Principal Support Specialist,kjohnston@justkaizen.com,kjohnston@justkaizen.com
danderson2@justkaizen.com,06/18/2023,Promotion,Customer Success,Customer Success,Support,Support,P5,P6,Principal Support Specialist,Distinguished Support Specialist,kjohnston@justkaizen.com,kjohnston@justkaizen.com
ccole@justkaizen.com,12/03/2022,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,nmason@justkaizen.com
krussell2@justkaizen.com,09/08/2022,Hire,,Customer Success,,Customer Education,,P4,,Staff Customer Education Specialist,,nmason@justkaizen.com
agomez@justkaizen.com,02/27/2020,Hire,,Customer Success,,CSM,,P6,,Distinguished Customer Success Manager,,jgoodwin@justkaizen.com
agomez@justkaizen.com,11/01/2021,Promotion,Customer Success,Customer Success,CSM,CSM,P4,P5,Staff Customer Success Manager,Principal Customer Success Manager,jgoodwin@justkaizen.com,jgoodwin@justkaizen.com
agomez@justkaizen.com,06/01/2023,Promotion,Customer Success,Customer Success,CSM,CSM,P5,P6,Principal Customer Success Manager,Distinguished Customer Success Manager,jgoodwin@justkaizen.com,jgoodwin@justkaizen.com
bgeorge@justkaizen.com,08/06/2021,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jwashington2@justkaizen.com
fcruz@justkaizen.com,12/27/2022,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jwashington2@justkaizen.com
fcruz@justkaizen.com,06/30/2023,Promotion,Customer Success,Customer Success,CSM,CSM,P2,P3,Customer Success Manager,Senior Customer Success Manager,jwashington2@justkaizen.com,jwashington2@justkaizen.com
fcruz@justkaizen.com,01/30/2024,Promotion,Customer Success,Customer Success,CSM,CSM,P3,P4,Senior Customer Success Manager,Staff Customer Success Manager,jwashington2@justkaizen.com,jwashington2@justkaizen.com
dhughes@justkaizen.com,04/21/2021,Hire,,Customer Success,,Implementation,,P4,,Staff Implementation Specialist,,wbrown@justkaizen.com
asantana@justkaizen.com,06/12/2021,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jwashington2@justkaizen.com
asantana@justkaizen.com,05/13/2023,Promotion,Customer Success,Customer Success,CSM,CSM,P3,P4,Senior Customer Success Manager,Staff Customer Success Manager,jwashington2@justkaizen.com,jwashington2@justkaizen.com
sspence@justkaizen.com,09/05/2020,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,jwashington2@justkaizen.com
ljackson2@justkaizen.com,03/27/2021,Hire,,Customer Success,,Support,,P6,,Distinguished Support Specialist,,rlong@justkaizen.com
ljackson2@justkaizen.com,07/07/2022,Promotion,Customer Success,Customer Success,Support,Support,P4,P5,Staff Support Specialist,Principal Support Specialist,rlong@justkaizen.com,rlong@justkaizen.com
ljackson2@justkaizen.com,08/03/2023,Promotion,Customer Success,Customer Success,Support,Support,P5,P6,Principal Support Specialist,Distinguished Support Specialist,rlong@justkaizen.com,rlong@justkaizen.com
jtaylor2@justkaizen.com,07/14/2019,Hire,,Customer Success,,CSM,,P6,,Distinguished Customer Success Manager,,rlong@justkaizen.com
jtaylor2@justkaizen.com,02/02/2021,Promotion,Customer Success,Customer Success,CSM,CSM,P4,P5,Staff Customer Success Manager,Principal Customer Success Manager,rlong@justkaizen.com,rlong@justkaizen.com
jtaylor2@justkaizen.com,07/23/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P5,P6,Principal Customer Success Manager,Distinguished Customer Success Manager,rlong@justkaizen.com,rlong@justkaizen.com
esnyder@justkaizen.com,03/22/2022,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,wbrown@justkaizen.com
ahamilton@justkaizen.com,07/10/2020,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,wbrown@justkaizen.com
ahamilton@justkaizen.com,11/17/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P3,P4,Senior Customer Success Manager,Staff Customer Success Manager,wbrown@justkaizen.com,wbrown@justkaizen.com
jwashington2@justkaizen.com,01/11/2019,Hire,,Customer Success,,CSM,,P5,,Principal Customer Success Manager,,agomez@justkaizen.com
bking@justkaizen.com,01/13/2021,Hire,,Customer Success,,CSM,,P4,,Staff Customer Success Manager,,wbrown@justkaizen.com
dweber@justkaizen.com,07/12/2020,Hire,,Customer Success,,CSM,,M2,,Senior CSM Manager,,rwilson@justkaizen.com
dweber@justkaizen.com,11/12/2022,Promotion,Customer Success,Customer Success,CSM,CSM,M1,M2,CSM Manager,Senior CSM Manager,rwilson@justkaizen.com,rwilson@justkaizen.com
lgonzalez@justkaizen.com,02/07/2020,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,wmendoza@justkaizen.com
atorres@justkaizen.com,10/28/2020,Hire,,Customer Success,,Customer Education,,M2,,Senior Customer Education Manager,,mmartin@justkaizen.com
atorres@justkaizen.com,09/23/2021,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,M1,M2,Customer Education Manager,Senior Customer Education Manager,mmartin@justkaizen.com,mmartin@justkaizen.com
tcook@justkaizen.com,08/23/2021,Hire,,Customer Success,,Support,,M2,,Senior Support Manager,,jjohnson5@justkaizen.com
tcook@justkaizen.com,11/17/2022,Promotion,Customer Success,Customer Success,Support,Support,P3,M1,Senior Support Specialist,Support Manager,jjohnson5@justkaizen.com,jjohnson5@justkaizen.com
tcook@justkaizen.com,12/27/2023,Promotion,Customer Success,Customer Success,Support,Support,M1,M2,Support Manager,Senior Support Manager,jjohnson5@justkaizen.com,jjohnson5@justkaizen.com
mbrock@justkaizen.com,02/17/2021,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,tcook@justkaizen.com
gcook3@justkaizen.com,09/17/2023,Hire,,Customer Success,,Implementation,,M1,,Implementation Manager,,bmack@justkaizen.com
rvillarreal@justkaizen.com,10/07/2021,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,mespinoza@justkaizen.com
wtaylor@justkaizen.com,08/17/2023,Hire,,Customer Success,,Support,,M1,,Support Manager,,ashepard@justkaizen.com
fvalentine@justkaizen.com,02/12/2024,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,tcook@justkaizen.com
fvalentine@justkaizen.com,08/05/2024,Promotion,Customer Success,Customer Success,CSM,CSM,P3,M1,Senior Customer Success Manager,CSM Manager,tcook@justkaizen.com,tcook@justkaizen.com
cedwards@justkaizen.com,03/14/2021,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,ashepard@justkaizen.com
tnovak@justkaizen.com,06/22/2021,Hire,,Customer Success,,CSM,,M2,,Senior CSM Manager,,jjohnson5@justkaizen.com
tnovak@justkaizen.com,08/25/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P3,M1,Senior Customer Success Manager,CSM Manager,jjohnson5@justkaizen.com,jjohnson5@justkaizen.com
tnovak@justkaizen.com,12/13/2023,Promotion,Customer Success,Customer Success,CSM,CSM,M1,M2,CSM Manager,Senior CSM Manager,jjohnson5@justkaizen.com,jjohnson5@justkaizen.com
dneal@justkaizen.com,05/17/2024,Hire,,Customer Success,,Support,,M1,,Support Manager,,rjones2@justkaizen.com
kjohnston@justkaizen.com,09/05/2022,Hire,,Customer Success,,Support,,M1,,Support Manager,,tnovak@justkaizen.com
dbennett@justkaizen.com,12/24/2020,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,rjones2@justkaizen.com
rlong@justkaizen.com,04/11/2020,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,wmendoza@justkaizen.com
aelliott@justkaizen.com,09/25/2020,Hire,,Customer Success,,Support,,M1,,Support Manager,,tcook@justkaizen.com
aelliott@justkaizen.com,11/13/2022,Promotion,Customer Success,Customer Success,Support,Support,P3,M1,Senior Support Specialist,Support Manager,tcook@justkaizen.com,tcook@justkaizen.com
bgardner@justkaizen.com,08/11/2021,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,tmurray@justkaizen.com
bgardner@justkaizen.com,05/29/2022,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,P3,M1,Senior Customer Education Specialist,Customer Education Manager,tmurray@justkaizen.com,tmurray@justkaizen.com
mpierce@justkaizen.com,03/14/2022,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,rjones2@justkaizen.com
mpierce@justkaizen.com,03/31/2023,Promotion,Customer Success,Customer Success,CSM,CSM,P3,M1,Senior Customer Success Manager,CSM Manager,rjones2@justkaizen.com,rjones2@justkaizen.com
tmurray@justkaizen.com,03/10/2024,Hire,,Customer Success,,Implementation,,M2,,Senior Implementation Manager,,jjohnson5@justkaizen.com
mgonzales@justkaizen.com,08/28/2020,Hire,,Customer Success,,Implementation,,M2,,Senior Implementation Manager,,mmartin@justkaizen.com
mgonzales@justkaizen.com,03/24/2021,Promotion,Customer Success,Customer Success,Implementation,Implementation,M1,M2,Implementation Manager,Senior Implementation Manager,mmartin@justkaizen.com,mmartin@justkaizen.com
dschwartz@justkaizen.com,11/15/2020,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,tcook@justkaizen.com
rflynn@justkaizen.com,11/18/2021,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,dweber@justkaizen.com
jporter@justkaizen.com,05/11/2021,Hire,,Customer Success,,Implementation,,M1,,Implementation Manager,,tcook@justkaizen.com
mallen@justkaizen.com,02/22/2021,Hire,,Customer Success,,Customer Education,,M2,,Senior Customer Education Manager,,rwilson@justkaizen.com
mallen@justkaizen.com,02/02/2023,Promotion,Customer Success,Customer Success,Customer Education,Customer Education,M1,M2,Customer Education Manager,Senior Customer Education Manager,rwilson@justkaizen.com,rwilson@justkaizen.com
mespinoza@justkaizen.com,10/31/2022,Hire,,Customer Success,,CSM,,M2,,Senior CSM Manager,,rwilson@justkaizen.com
mespinoza@justkaizen.com,01/17/2024,Promotion,Customer Success,Customer Success,CSM,CSM,M1,M2,CSM Manager,Senior CSM Manager,rwilson@justkaizen.com,rwilson@justkaizen.com
rjones2@justkaizen.com,04/17/2024,Hire,,Customer Success,,Customer Education,,M2,,Senior Customer Education Manager,,jjohnson5@justkaizen.com
wmendoza@justkaizen.com,03/16/2024,Hire,,Customer Success,,CSM,,M2,,Senior CSM Manager,,jjohnson5@justkaizen.com
jhunter@justkaizen.com,01/09/2025,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,tnovak@justkaizen.com
tholt@justkaizen.com,03/02/2021,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,tmurray@justkaizen.com
tholt@justkaizen.com,02/17/2022,Promotion,Customer Success,Customer Success,CSM,CSM,P3,M1,Senior Customer Success Manager,CSM Manager,tmurray@justkaizen.com,tmurray@justkaizen.com
kgibbs@justkaizen.com,06/11/2024,Hire,,Customer Success,,CSM,,M1,,CSM Manager,,tmurray@justkaizen.com
hwoodard@justkaizen.com,05/22/2024,Hire,,Customer Success,,Support,,M1,,Support Manager,,mkelly@justkaizen.com
jlittle@justkaizen.com,12/16/2024,Hire,,Customer Success,,Customer Education,,M1,,Customer Education Manager,,tnovak@justkaizen.com
bmack@justkaizen.com,08/06/2022,Hire,,Customer Success,,Implementation,,M2,,Senior Implementation Manager,,rwilson@justkaizen.com
mkelly@justkaizen.com,04/02/2021,Hire,,Customer Success,,CSM,,M2,,Senior CSM Manager,,jjohnson5@justkaizen.com
mkelly@justkaizen.com,04/13/2023,Promotion,Customer Success,Customer Success,CSM,CSM,M1,M2,CSM Manager,Senior CSM Manager,jjohnson5@justkaizen.com,jjohnson5@justkaizen.com
mwilliams2@justkaizen.com,10/28/2021,Hire,,Customer Success,,Implementation,,M1,,Implementation Manager,,bmack@justkaizen.com
