Question_ID,Reviewee_Email,Cycle_Name,Reviewer_Name,Reviewer_email,Reviewee_Name,Question,Score,Score_Description,Calibrated_Score,Calibrated_Score_Description,Response_Text,Response_Type
Qe2fa6ac2986b,sklein@justkaizen.com,2024 Mid-Year Review Cycle,Karen Miller,kmiller@justkaizen.com,Stephanie Klein,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qf333cf3245e1,vstanton@justkaizen.com,2024 Mid-Year Review Cycle,Alyssa Lee,alee2@justkaizen.com,Victoria Stanton,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q0078b4d4a128,rmartinez@justkaizen.com,2024 Mid-Year Review Cycle,Lee Johnson,ljohnson@justkaizen.com,Robert Martinez,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qc406604d8a21,jmcneil@justkaizen.com,2024 Mid-Year Review Cycle,Jennifer Hernandez,jhernandez3@justkaizen.com,Jessica Mcneil,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q7807718878cc,josborn@justkaizen.com,2024 Mid-Year Review Cycle,Christopher Collins,ccollins2@justkaizen.com,Jessica Osborn,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q82aa05008c7a,mflowers@justkaizen.com,2024 Mid-Year Review Cycle,Jennifer Hernandez,jhernandez3@justkaizen.com,Mark Flowers,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6b3138158e7b,dbartlett@justkaizen.com,2024 Mid-Year Review Cycle,Steven Smith,ssmith@justkaizen.com,David Bartlett,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q5c2b79803a60,tjones6@justkaizen.com,2024 Mid-Year Review Cycle,Tamara Bush,tbush@justkaizen.com,Thomas Jones,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qa94ddee5d70f,jsanders@justkaizen.com,2024 Mid-Year Review Cycle,Jamie Bailey,jbailey2@justkaizen.com,James Sanders,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q14b40701d50b,ehill2@justkaizen.com,2024 Mid-Year Review Cycle,Jonathon Taylor,jtaylor3@justkaizen.com,Erika Hill,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q249fb0088d00,jhernandez3@justkaizen.com,2024 Mid-Year Review Cycle,Nicholas Walker,nwalker@justkaizen.com,Jennifer Hernandez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q661275654491,lchang@justkaizen.com,2024 Mid-Year Review Cycle,Vincent Vincent,vvincent@justkaizen.com,Leah Chang,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbe5ade4668c5,tbuckley@justkaizen.com,2024 Mid-Year Review Cycle,Victoria Stanton,vstanton@justkaizen.com,Todd Buckley,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc0e3d5bae1bf,kgarcia@justkaizen.com,2024 Mid-Year Review Cycle,Steven Smith,ssmith@justkaizen.com,Kristine Garcia,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q3b498f47e66d,dthomas3@justkaizen.com,2024 Mid-Year Review Cycle,James Sanders,jsanders@justkaizen.com,Donald Thomas,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q0551324f84af,lsteele@justkaizen.com,2024 Mid-Year Review Cycle,Maria Byrd,mbyrd@justkaizen.com,Lee Steele,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qde9eb7eb13d7,apreston@justkaizen.com,2024 Mid-Year Review Cycle,Kelly Barnes,kbarnes@justkaizen.com,Amanda Preston,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q99d1eadef5e6,gyoung@justkaizen.com,2024 Mid-Year Review Cycle,Jennifer Hernandez,jhernandez3@justkaizen.com,Gary Young,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q49a8738e100d,rturner@justkaizen.com,2024 Mid-Year Review Cycle,Debbie Dawson,ddawson@justkaizen.com,Ruth Turner,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q9a4e3e31375b,mgarcia3@justkaizen.com,2024 Mid-Year Review Cycle,Jennifer Hernandez,jhernandez3@justkaizen.com,Michael Garcia,Performance Category,1,1 - Outstanding, --, --, --,manager
Qc07b08f24cd7,jbrewer@justkaizen.com,2024 Mid-Year Review Cycle,Thomas Jones,tjones6@justkaizen.com,Jason Brewer,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc4aeee5b7260,clewis3@justkaizen.com,2024 Mid-Year Review Cycle,Roger Adams,radams3@justkaizen.com,Cole Lewis,Performance Category,1,1 - Outstanding, --, --, --,manager
Qf38e7e85d0d7,sfigueroa@justkaizen.com,2024 Mid-Year Review Cycle,James Sanders,jsanders@justkaizen.com,Samantha Figueroa,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qe29fa0fae579,ocamacho@justkaizen.com,2024 Mid-Year Review Cycle,Alyssa Lee,alee2@justkaizen.com,Olivia Camacho,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa417136722fd,srobertson@justkaizen.com,2024 Mid-Year Review Cycle,Christopher Collins,ccollins2@justkaizen.com,Samantha Robertson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8f1e8f1299d9,ccollins2@justkaizen.com,2024 Mid-Year Review Cycle,Stephanie Trujillo,strujillo@justkaizen.com,Christopher Collins,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q099c78676c8c,ssuarez2@justkaizen.com,2024 Mid-Year Review Cycle,Leah Chang,lchang@justkaizen.com,Samuel Suarez,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q7648bb344369,alee2@justkaizen.com,2024 Mid-Year Review Cycle,Yolanda Green,ygreen@justkaizen.com,Alyssa Lee,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Q3a0c0d5bd5fc,shood@justkaizen.com,2024 Mid-Year Review Cycle,Robert Martinez,rmartinez@justkaizen.com,Sandra Hood,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q11bac9bde76a,tbush@justkaizen.com,2024 Mid-Year Review Cycle,Carla Armstrong,carmstrong@justkaizen.com,Tamara Bush,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q90dd545e2b3e,dcolon@justkaizen.com,2024 Mid-Year Review Cycle,Christopher Collins,ccollins2@justkaizen.com,Donald Colon,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qe4e98795aa9c,kreid2@justkaizen.com,2024 Mid-Year Review Cycle,Yolanda Green,ygreen@justkaizen.com,Kathy Reid,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6e4a25171962,cjohnson3@justkaizen.com,2024 Mid-Year Review Cycle,Christopher Collins,ccollins2@justkaizen.com,Caleb Johnson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q3adb361bf88a,jwheeler@justkaizen.com,2024 Mid-Year Review Cycle,Michael Holloway,mholloway@justkaizen.com,Jacqueline Wheeler,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q46c831eff310,charrell@justkaizen.com,2024 Mid-Year Review Cycle,Alejandro Deleon,adeleon@justkaizen.com,Christopher Harrell,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qf19cefe0a881,lbailey@justkaizen.com,2024 Mid-Year Review Cycle,Arthur Mcneil,amcneil@justkaizen.com,Laurie Bailey,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qd081e99e9565,ckline@justkaizen.com,2024 Mid-Year Review Cycle,Andrew Erickson,aerickson@justkaizen.com,Christopher Kline,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc178aa94c676,pbarker@justkaizen.com,2024 Mid-Year Review Cycle,David Owens,dowens@justkaizen.com,Paul Barker,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q160f9c03edd4,dhughes2@justkaizen.com,2024 Mid-Year Review Cycle,Margaret Hensley,mhensley@justkaizen.com,Dominique Hughes,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q31c443a48222,vvincent@justkaizen.com,2024 Mid-Year Review Cycle,Margaret Hensley,mhensley@justkaizen.com,Vincent Vincent,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q7a7ebb36099d,mbyrd@justkaizen.com,2024 Mid-Year Review Cycle,David Owens,dowens@justkaizen.com,Maria Byrd,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q7c64c730ecbe,adeleon@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Alejandro Deleon,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q29aa9d36d8eb,psmith2@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Patricia Smith,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6f7491f89eb6,dtrujillo@justkaizen.com,2024 Mid-Year Review Cycle,Michael Holloway,mholloway@justkaizen.com,Dawn Trujillo,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q0a59387c1273,jbailey2@justkaizen.com,2024 Mid-Year Review Cycle,Ashley Lee,alee3@justkaizen.com,Jamie Bailey,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qe18f8dd47c92,mholloway@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Michael Holloway,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q3ad3c1726f0a,jbates@justkaizen.com,2024 Mid-Year Review Cycle,Margaret Hensley,mhensley@justkaizen.com,Jorge Bates,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qd1a01ac1fcef,sbrooks@justkaizen.com,2024 Mid-Year Review Cycle,Andrew Erickson,aerickson@justkaizen.com,Sarah Brooks,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q82d8c3903d29,erodriguez@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Elizabeth Rodriguez,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q2f3538491a51,amcneil@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Arthur Mcneil,Performance Category,1,1 - Outstanding, --, --, --,manager
Q0db3da95b1db,mhensley@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Margaret Hensley,Performance Category,1,1 - Outstanding, --, --, --,manager
Q8492a87d5f39,ddawson@justkaizen.com,2024 Mid-Year Review Cycle,Andrew Erickson,aerickson@justkaizen.com,Debbie Dawson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q421320d6c65c,bcannon@justkaizen.com,2024 Mid-Year Review Cycle,Patricia Smith,psmith2@justkaizen.com,Brittany Cannon,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qd5de4b795448,strujillo@justkaizen.com,2024 Mid-Year Review Cycle,Ashley Lee,alee3@justkaizen.com,Stephanie Trujillo,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q186f0aebc108,rgreene@justkaizen.com,2024 Mid-Year Review Cycle,Ashley Lee,alee3@justkaizen.com,Robert Greene,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q95603ee24ccf,jprice@justkaizen.com,2024 Mid-Year Review Cycle,Patricia Smith,psmith2@justkaizen.com,Jennifer Price,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qbeb27eab8b9a,alee3@justkaizen.com,2024 Mid-Year Review Cycle,Derrick Ortiz,dortiz2@justkaizen.com,Ashley Lee,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4f2af13fec46,nwalker@justkaizen.com,2024 Mid-Year Review Cycle,Michael Holloway,mholloway@justkaizen.com,Nicholas Walker,Performance Category,1,1 - Outstanding, --, --, --,manager
Q20da0c6bb9d9,kglover@justkaizen.com,2024 Mid-Year Review Cycle,Richard Freeman,rfreeman@justkaizen.com,Kimberly Glover,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q1b080013bfa2,jbruce@justkaizen.com,2024 Mid-Year Review Cycle,Gabriela Davis,gdavis@justkaizen.com,Jordan Bruce,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qff4393923c67,swalter@justkaizen.com,2024 Mid-Year Review Cycle,Richard Freeman,rfreeman@justkaizen.com,Sara Walter,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6742cee70813,cgreen@justkaizen.com,2024 Mid-Year Review Cycle,Gabriela Davis,gdavis@justkaizen.com,Carl Green,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q8f1e3fc47e0a,rhines@justkaizen.com,2024 Mid-Year Review Cycle,Leah Jackson,ljackson3@justkaizen.com,Rhonda Hines,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qa700ecac075c,cfrazier@justkaizen.com,2024 Mid-Year Review Cycle,Traci Reyes,treyes@justkaizen.com,Catherine Frazier,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q50500a4f1729,gdavis@justkaizen.com,2024 Mid-Year Review Cycle,Grant Valenzuela,gvalenzuela@justkaizen.com,Gabriela Davis,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q79dc5b3769ca,efrench@justkaizen.com,2024 Mid-Year Review Cycle,Susan Powers,spowers@justkaizen.com,Eric French,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qaa9413d57842,egreen@justkaizen.com,2024 Mid-Year Review Cycle,Susan Powers,spowers@justkaizen.com,Erin Green,Performance Category,1,1 - Outstanding, --, --, --,manager
Q43f0de366fe5,eyork@justkaizen.com,2024 Mid-Year Review Cycle,Susan Powers,spowers@justkaizen.com,Edward York,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc437d96821e9,lblackburn@justkaizen.com,2024 Mid-Year Review Cycle,Richard Freeman,rfreeman@justkaizen.com,Lauren Blackburn,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2c1cae69e859,cpreston@justkaizen.com,2024 Mid-Year Review Cycle,Connor Rhodes,crhodes@justkaizen.com,Charles Preston,Performance Category,5,5 - Does Not Meet Expectations, --, --, --,manager
Qd2d174dcf510,jdillon@justkaizen.com,2024 Mid-Year Review Cycle,Susan Powers,spowers@justkaizen.com,Jonathan Dillon,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q256db618af9f,bgonzalez2@justkaizen.com,2024 Mid-Year Review Cycle,Gabriela Davis,gdavis@justkaizen.com,Brenda Gonzalez,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q2b568c5b513d,jhudson@justkaizen.com,2024 Mid-Year Review Cycle,Catherine Frazier,cfrazier@justkaizen.com,Jennifer Hudson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q73e5ee9d3407,ebaldwin@justkaizen.com,2024 Mid-Year Review Cycle,Susan Powers,spowers@justkaizen.com,Eugene Baldwin,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q883cbb6e2b5b,rfreeman@justkaizen.com,2024 Mid-Year Review Cycle,Stephen Cowan,scowan@justkaizen.com,Richard Freeman,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qb9d2c2806fee,lthompson2@justkaizen.com,2024 Mid-Year Review Cycle,Grant Valenzuela,gvalenzuela@justkaizen.com,Lynn Thompson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qef1d71b247b4,djuarez@justkaizen.com,2024 Mid-Year Review Cycle,Gabriela Davis,gdavis@justkaizen.com,Donald Juarez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qb6e4aaca6c4b,jgallagher@justkaizen.com,2024 Mid-Year Review Cycle,Catherine Frazier,cfrazier@justkaizen.com,John Gallagher,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qe79f96e611c9,bmendez@justkaizen.com,2024 Mid-Year Review Cycle,Gabriela Davis,gdavis@justkaizen.com,Brandon Mendez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6ae9a693a7bb,agonzalez3@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Andrew Gonzalez,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q21a8fb283c1b,crhodes@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Connor Rhodes,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q7e598bae678b,mcooper@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Michael Cooper,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q40088294d0fc,creyes2@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Carl Reyes,Performance Category,1,1 - Outstanding, --, --, --,manager
Q15f0583140a1,ljackson3@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Leah Jackson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qe8416ea06bb4,revans2@justkaizen.com,2024 Mid-Year Review Cycle,Travis Hull,thull@justkaizen.com,Rodney Evans,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q1dffe8af3de4,lmorgan@justkaizen.com,2024 Mid-Year Review Cycle,Jake Smith,jsmith6@justkaizen.com,Linda Morgan,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa249b251ab78,scowan@justkaizen.com,2024 Mid-Year Review Cycle,Jake Smith,jsmith6@justkaizen.com,Stephen Cowan,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q11b6493c3127,gvalenzuela@justkaizen.com,2024 Mid-Year Review Cycle,Jake Smith,jsmith6@justkaizen.com,Grant Valenzuela,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc32acd3e3aaf,hlopez@justkaizen.com,2024 Mid-Year Review Cycle,Jake Smith,jsmith6@justkaizen.com,Heather Lopez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qecd7d0fb57a1,thull@justkaizen.com,2024 Mid-Year Review Cycle,Morgan Lawrence,mlawrence@justkaizen.com,Travis Hull,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qd09529758fb0,nanderson@justkaizen.com,2024 Mid-Year Review Cycle,Matthew Johnson,mjohnson8@justkaizen.com,Nicholas Anderson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q81bc2e4df74d,crichardson@justkaizen.com,2024 Mid-Year Review Cycle,Nicholas Anderson,nanderson@justkaizen.com,Caroline Richardson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q76fddb93531c,sscott@justkaizen.com,2024 Mid-Year Review Cycle,Janice Jefferson,jjefferson@justkaizen.com,Shawn Scott,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa2edf096ceb6,wstanley@justkaizen.com,2024 Mid-Year Review Cycle,Megan Cruz,mcruz@justkaizen.com,Wendy Stanley,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q42524e5284ca,jhernandez4@justkaizen.com,2024 Mid-Year Review Cycle,Wendy Stanley,wstanley@justkaizen.com,John Hernandez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qb7585311eb5a,ltaylor@justkaizen.com,2024 Mid-Year Review Cycle,William Phillips,wphillips2@justkaizen.com,Lisa Taylor,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q779a50f49c5b,sgarcia@justkaizen.com,2024 Mid-Year Review Cycle,Jonathan Hall,jhall@justkaizen.com,Sandra Garcia,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q3e3bbf7c6494,mwilson@justkaizen.com,2024 Mid-Year Review Cycle,Maria Moore,mmoore5@justkaizen.com,Michelle Wilson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qd5b72d6afb94,cgonzalez@justkaizen.com,2024 Mid-Year Review Cycle,Victoria Brown,vbrown2@justkaizen.com,Christina Gonzalez,Performance Category,1,1 - Outstanding, --, --, --,manager
Qce0743f2dd6b,dmills@justkaizen.com,2024 Mid-Year Review Cycle,Sarah Christian,schristian@justkaizen.com,Deborah Mills,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q716c6c80458b,dwarner@justkaizen.com,2024 Mid-Year Review Cycle,Lisa Johns,ljohns@justkaizen.com,Dakota Warner,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qfa3da64a15b2,kclark@justkaizen.com,2024 Mid-Year Review Cycle,Lisa Johns,ljohns@justkaizen.com,Kathleen Clark,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa41f62b250d2,apowers@justkaizen.com,2024 Mid-Year Review Cycle,Lisa Johns,ljohns@justkaizen.com,April Powers,Performance Category,1,1 - Outstanding, --, --, --,manager
Q172d91d695bc,sconley@justkaizen.com,2024 Mid-Year Review Cycle,Megan Cruz,mcruz@justkaizen.com,Susan Conley,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa5b7b90cee13,mhernandez@justkaizen.com,2024 Mid-Year Review Cycle,Joan Gates,jgates@justkaizen.com,Michael Hernandez,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2e4895d2e307,ahunt@justkaizen.com,2024 Mid-Year Review Cycle,April Powers,apowers@justkaizen.com,Ann Hunt,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q96534523bd63,ngarcia2@justkaizen.com,2024 Mid-Year Review Cycle,Danielle Reed,dreed2@justkaizen.com,Nathaniel Garcia,Performance Category,1,1 - Outstanding, --, --, --,manager
Q85a46925997c,jhall@justkaizen.com,2024 Mid-Year Review Cycle,Judy Solis,jsolis2@justkaizen.com,Jonathan Hall,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q8f30edac244a,wphillips2@justkaizen.com,2024 Mid-Year Review Cycle,Patricia Ray,pray@justkaizen.com,William Phillips,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q4db4575bb16a,jgarcia3@justkaizen.com,2024 Mid-Year Review Cycle,Matthew Smith,msmith5@justkaizen.com,John Garcia,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qb6c08b61e755,cwilliams4@justkaizen.com,2024 Mid-Year Review Cycle,Danielle Reed,dreed2@justkaizen.com,Carrie Williams,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q0261861fbfba,erodgers@justkaizen.com,2024 Mid-Year Review Cycle,Tami Rodriguez,trodriguez3@justkaizen.com,Emily Rodgers,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q5453c281f02c,achang@justkaizen.com,2024 Mid-Year Review Cycle,Christina Gonzalez,cgonzalez@justkaizen.com,Anna Chang,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q28560fe4a885,achristian@justkaizen.com,2024 Mid-Year Review Cycle,Jonathan Hall,jhall@justkaizen.com,Amber Christian,Performance Category,1,1 - Outstanding, --, --, --,manager
Q512c5296f998,mjackson@justkaizen.com,2024 Mid-Year Review Cycle,Sarah Christian,schristian@justkaizen.com,Mary Jackson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q37076bdf5ed3,ljohns@justkaizen.com,2024 Mid-Year Review Cycle,Patricia Ray,pray@justkaizen.com,Lisa Johns,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qa929204ceb6d,cmorales@justkaizen.com,2024 Mid-Year Review Cycle,Ryan Grant,rgrant@justkaizen.com,Clayton Morales,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q3f76da020568,tnelson@justkaizen.com,2024 Mid-Year Review Cycle,Kristin Smith,ksmith2@justkaizen.com,Tonya Nelson,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q2b8f79390be4,jjefferson@justkaizen.com,2024 Mid-Year Review Cycle,Tonya Nelson,tnelson@justkaizen.com,Janice Jefferson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qee3f1d1be68b,rwilson2@justkaizen.com,2024 Mid-Year Review Cycle,Sandra Garcia,sgarcia@justkaizen.com,Rebecca Wilson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q3d34a55cc84d,mbrown3@justkaizen.com,2024 Mid-Year Review Cycle,Jason Garza,jgarza@justkaizen.com,Michael Brown,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qef9d836c164d,tmoore2@justkaizen.com,2024 Mid-Year Review Cycle,Sarah Christian,schristian@justkaizen.com,Terri Moore,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q877c6ec2cc69,jgarza@justkaizen.com,2024 Mid-Year Review Cycle,Tami Rodriguez,trodriguez3@justkaizen.com,Jason Garza,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q9f33045a798d,rgregory@justkaizen.com,2024 Mid-Year Review Cycle,Tami Rodriguez,trodriguez3@justkaizen.com,Rebekah Gregory,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc00135ea2d1a,hjohnson2@justkaizen.com,2024 Mid-Year Review Cycle,Michael Brown,mbrown3@justkaizen.com,Heather Johnson,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q2e8fcc1d0757,vanderson@justkaizen.com,2024 Mid-Year Review Cycle,Jason Williams,jwilliams4@justkaizen.com,Valerie Anderson,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Qea8a0797832d,trodriguez3@justkaizen.com,2024 Mid-Year Review Cycle,Michael Morgan,mmorgan@justkaizen.com,Tami Rodriguez,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q696503b1549c,dedwards2@justkaizen.com,2024 Mid-Year Review Cycle,Sean Jones,sjones4@justkaizen.com,Deborah Edwards,Performance Category,1,1 - Outstanding, --, --, --,manager
Q9759b7653da0,mgregory@justkaizen.com,2024 Mid-Year Review Cycle,Jason Williams,jwilliams4@justkaizen.com,Michele Gregory,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qa563bcaa2765,pray@justkaizen.com,2024 Mid-Year Review Cycle,Michael Morgan,mmorgan@justkaizen.com,Patricia Ray,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q8231ab33a4c9,klevine@justkaizen.com,2024 Mid-Year Review Cycle,Michael Morgan,mmorgan@justkaizen.com,Krystal Levine,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc7b91941dcf6,khaynes@justkaizen.com,2024 Mid-Year Review Cycle,Brian Gutierrez,bgutierrez@justkaizen.com,Kelly Haynes,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qc40f11a15b82,mcruz@justkaizen.com,2024 Mid-Year Review Cycle,Jason Williams,jwilliams4@justkaizen.com,Megan Cruz,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q59afdba00027,vbrown2@justkaizen.com,2024 Mid-Year Review Cycle,Michael Morgan,mmorgan@justkaizen.com,Victoria Brown,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qca668d231ef7,mmoore5@justkaizen.com,2024 Mid-Year Review Cycle,Jason Williams,jwilliams4@justkaizen.com,Maria Moore,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Qaa36e95f6909,schristian@justkaizen.com,2024 Mid-Year Review Cycle,Sean Jones,sjones4@justkaizen.com,Sarah Christian,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Q99df17a70f2f,sjones4@justkaizen.com,2024 Mid-Year Review Cycle,Brian Gutierrez,bgutierrez@justkaizen.com,Sean Jones,Performance Category,2,2 - Exceeds Expectations, --, --, --,manager
Qf4d011413837,kallen2@justkaizen.com,2024 Mid-Year Review Cycle,Sean Jones,sjones4@justkaizen.com,Katherine Allen,Performance Category,3,3 - Strong Contributor, --, --, --,manager
Q6d94e51c4787,wwilliams@justkaizen.com,2024 Mid-Year Review Cycle,Brian Gutierrez,bgutierrez@justkaizen.com,Wayne Williams,Performance Category,4,4 - Partially Meets Expectations, --, --, --,manager
Q017824dfed3f,jyoung2@justkaizen.com,2024 Mid-Year Review Cycle,Michael Morgan,mmorgan@justkaizen.com,Jennifer Young,Performance Category,1,1 - Outstanding, --, --, --,manager
